text,coarse_label,fine_label,label
"Von altkatholisch|er Synode neu gewählte Finanzkommission: H.Kiefel, C.Velosa da Silva,K.Georgi,Dr.N.Giebeler,Pfr.N.Schönherr aksynode16",OTHER,OTHER,0
"@USER @USER „Es ist Israel, das Palästinenser und Araber tötet und ihr Land besetzt."" Wie bewertet @USER diese Aussage ihres Gastes al-Tayyeb?",OTHER,OTHER,0
AfD gehört zu Deutschland nicht der Islam |LBR| AfD AfD AfD,OTHER,OTHER,0
@USER .... |LBR| Gehirnwäsche braucht Zeit. Das Gehirn lässt sich programmieren. Aber noch viel zu viele hängen der Aufklärung und dem Christentum an.,OTHER,OTHER,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Bist voll im Stress, was, soviele böse Leute um Dich und soviel Text, Dein Zynismus lässt auch langsam nach - was ist los?",OTHER,OTHER,0
"@USER Nein nein, wir sind guter Dinge!",OTHER,OTHER,0
"@USER Grundsätzlich schon, beide Parteien haben aber eigene Anträge - und glaubt man der Union, möchte man dort nicht auf die Stimmen der AfD angewiesen sein.",OTHER,OTHER,0
"Hallo, war einige Tage in PL, bin gerade zurück u. muss erst all die positiven Eindrücke verarbeitenHorsti u. Murksel, ein Thema in PL",OFFENSE,INSULT,1
"@USER @USER @USER Nicht in der Lage!? Ich denke sie verkennen die Situation, die Absicht die dahinter steckt ist wohl nicht mehr zu verkennen, der Kalergi Plan wird gerade umgesetzt, sie sollten langsam in die Gänge kommen, oder es ist nichts mehr übrig ‼",OTHER,OTHER,0
"Dobrindt, Du Heuchler. Es gibt keine illegale Software. Es gibt nur illegale |LBR| Vorschriften und hinterfotzige Politiker. Ab mit Euch.",OFFENSE,INSULT,1
"@USER Nein, meistens nur schneller (weil sie sich nur in AUSNAHMEFÄLLEN schminken)",OTHER,OTHER,0
@USER Da ihr permanent die falschen Begrifflichkeiten in Bezug auf die BRD benutzt muss euch Vorsatz unterstellen,OTHER,OTHER,0
@USER Sie geben mir recht..Trump ist gewählt worden weil er der einzige Gegenkandidat war |LBR| Amis wollten keine weitere Obamaregierung durch Hillary?,OTHER,OTHER,0
Ein spannender Besuch! Auf bald! @USER @USER @USER @USER @USER @USER ILpo16,OTHER,OTHER,0
"Die Japaner wissen ja, wie gefährlich Atomwaffen sind. Damit wir |LBR| uns verstehen: Nur die Amerikaner dürfen Atomwaffen zünden. Ja, |LBR| so ist das",OTHER,OTHER,0
"@USER Islam ist immer beleidigt, wenn man nur die geringste Kritik übt. Vor diesem ""Beleidigtsein"" haben alle Angst. Ich hoffe, dass alle Beleidigungsparagraphen abgeschafft werden!",OTHER,OTHER,0
@USER Jeder der bei klarem Verstand wird das so deuten....leider obsiegt die Gleichgültigkeit und das mach so traurig so wütend ..!,OTHER,OTHER,0
Dieser alte Millionenfach missbrauchte Zopf Asylrecht gehört sofort abgeschafft u ein neues der Zeit angepasstes Asylrecht aufstellt |LBR| AFD,OTHER,OTHER,0
"@USER @USER Die Prozentzahlen der Grünen, beziffern nur die Idiotenzahlen in Deutschland!",OFFENSE,ABUSE,1
@USER @USER @USER Weil er sich nur mit melden währen kann Kamerad,OTHER,OTHER,0
"@USER @USER Genau wie bei den Moslems, können nicht lesen und schreiben aber glauben alles was der Imam predikt!",OFFENSE,ABUSE,1
"@USER @USER Dazu stehen wir sowas von! Wir haben es jetzt schon zeitweilig erreicht, und ich möchte, dass es dauerhaft so ist.",OTHER,OTHER,0
"Oh Gott, sehe gerade Laschet in den n-tv Nachrichten, ich glaube ich muss ko***, mir ist schlecht",OFFENSE,INSULT,1
"@USER @USER Wer heute noch glaubt das Politiker das Volk vertreten. Der glaubt auch das Zitronenfalter, Zitronen falten.",OTHER,OTHER,0
300 bekloppte Bahnhofs klatschen bilden Lichterkette in Altena. Wo waren oder sind diese Gehirn Prothesen wenn Deutsche in Berlin oder sonst wo ermordet werden? Wenn schon kein Gehirn dann wenigstens Lichterkette.,OFFENSE,INSULT,1
"@USER Man achte auf die Bemerkung... Das Motiv der Attacke sei unklar, so der NDR. |LBR| Die bei NDR brauchen dringendst schlauere Köpfe...",OTHER,OTHER,0
@USER Das war wohl eher ein Grüner Gehirn Furz.,OFFENSE,INSULT,1
@USER So hat es in Schweden auch begonnen. Mit Burka ist man auf jedenfall sicherer als in 90ies Outfit. Das waren noch Zeiten.,OFFENSE,ABUSE,1
Seehofer garantiert nach der Wahl eine Flüchtlingsobergrenze Steht der Bayer ohne Eier etwa trocken?,OFFENSE,INSULT,1
"@USER ich fordere ebenfalls: raus mit dem Gesindel: Kanacken (wahlweise Moslems), Nigger, Gutmenschen jegl. Couleur, Grüne usw.",OFFENSE,ABUSE,1
In der Schule war Martin Schulz ein Versager. Jetzt sollen die |LBR| deutschen Steuerzahler die Schulden der Griechen übernehmen. |LBR| Pfui Deibel.,OFFENSE,INSULT,1
"Schulz das REKTUM ist wirklich nicht mehr zu ertragen, unser 365 Tage AMTMANN ! Ich lass mir den nicht gefallen, auf keinen Fall !",OFFENSE,INSULT,1
"@USER @USER @USER Man hat in Deutschland / Europa zu lange toleriert, dass antisemitische Muslime &amp; ihre hiesigen Helfershelfer mit Antisemitismus durchkommen. Und wie? In dem man das Wort »Israelkritik« erfunden hat. Die Hetze gegen Israel dient lediglich für Judenhass gegen Juden.",OTHER,OTHER,0
@USER Endlich...wir lechzen regelrecht nach good News...!,OTHER,OTHER,0
"Wenn Hacker die Bundestagswahl beeinflussen sollen, ist Merkel die Leithäckerin &gt; sie hackt sich den Stuhl unter`m gewaltigen Arsch weg",OFFENSE,INSULT,1
"@USER Noch mal: In Köln ist es Gang und Gebe, da die Kölner Juden relativ ambitioniert sind, was den Kampf gegen Antisemitismus betrifft (siehe: »Klagemauer« auf der Domplatte &amp; Antisemiten-Meetings in der alten Feuerwache). @USER berichtete mal darüber, dass es Taktik sei.",OTHER,OTHER,0
"@USER Der ""Eichene Wodka"" dient lediglich dazu, dass die Biester besser ""rutschen""",OTHER,OTHER,0
"Nach der Frau mit Bart, kommt jetzt die orientalische Haarentfernung!",OTHER,OTHER,0
@USER @USER Steueroasen gehören eindeutig abgeschafft...jeder sollte nach seiner Nationalität besteuert werden....!!,OTHER,OTHER,0
@USER @USER Ja irre...hier wird alles geboten damit der Moslem sein Islam weiterleben darf...,OTHER,OTHER,0
Heute ist ein denkwürdiger Tag für die SPD. Sie haben sich gerade das Grab noch ein bisschen tiefer gegraben. |LBR| Die nächste Wahl kommt bestimmt.,OTHER,OTHER,0
@USER AfD ist richtig und wichtig...wer das nicht einsieht ist einfach nur dumm. |LBR| Wer denkt AfD wird irgendwann regieren...der ist auch einfach nur dumm...!,OTHER,OTHER,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nostradamus war wie Agrippa ein Hochgradeingeweihter - kommt übrigens auch bei ""Faust""gleich am Anfang vor - Goethe- Hochgrad (33.°) und Illuminat - na sowas.",OTHER,OTHER,0
@USER @USER @USER Das ist möglich...achte aber bitte darauf das die sich möglichst nicht kennen...,OTHER,OTHER,0
@USER @USER Es müsste Straf Anträge gegen die verantwortlichen beim Verfassungsschutz Hagel. Jeder kann das tun. Und gegen Merkel ein Strafantrag wegen indirekter Unterstützung einer Terroristischen Vereinigung. Gibt es hier Anwälte die noch Eier in der Hose haben?,OFFENSE,INSULT,1
@USER Was für fucking Menschenrechtsorganisationen....? |LBR| In unserem Land ist es unsicherer als in ihren...!,OFFENSE,PROFANITY,1
"@USER Es wäre schlimm, wenn alle immer die gleiche Meinung hätten. Wie denkst Du darüber?",OTHER,OTHER,0
"@USER ‼Sie waren fast alle so, Merkel Kasner setzt dem ganzen nur die Krone auf‼",OTHER,OTHER,0
@USER Grüne gehören einfach nicht in Regierungs Verantwortung. Schon gar nicht diese Ost Schabracke,OFFENSE,INSULT,1
@USER @USER Was für ein gruseliges Bild....mir fehlen die Worte.. |LBR| Wenn aus Verlierern Sieger werden....dummes dummes Deutschland,OTHER,OTHER,0
"@USER Konfuzius sagte schon: Ein Glas, das bereits voll ist, kann nicht mehr befüllt werden. Iss ne Denksport Aufgabe.",OTHER,OTHER,0
"Was ist das denn für eine, die Blonde mit Harry Potter Brille? |LBR| Umso eher die AFD an die Macht kommt umso besser für Deutschland und deutsche Bürger. |LBR| illner",OFFENSE,INSULT,1
"@USER Gutmenschen lieben es, mit Zitaten aus ganz anderen unvergleichbaren Zeiten zu moralisieren. Würde Goethe jetzt durch Leipzig wandern, würde er weinen, ob der Ueberfremdung, kulturellen Verwahrlosung und all den Messer- Überfällen",OFFENSE,ABUSE,1
"@USER @USER Ach, die ist noch nicht nach Anatolien ent...schwebt?",OTHER,OTHER,0
@USER @USER Warum berichtet ihr dann nicht über Merkel!!! An Verbrechen gibt es da ja wohl genug!!,OFFENSE,ABUSE,1
@USER fröhlicher gruß aus der hauptstadt dietmar,OTHER,OTHER,0
Wer hängt jetzt noch am Tropf im Sauerstoffzelt herum?,OTHER,OTHER,0
@USER @USER Die Kanackenweiber sind die schlimmsten....,OFFENSE,ABUSE,1
"Den meisten Polen ist bewusst, dass Murksel u. ihre Chaoten Dtl. u. Europa mit den ""Gästen"" ins Chaos stürzten - den NRW-Wahlschafen nicht",OFFENSE,ABUSE,1
@USER @USER @USER Der/Die Vanja oder ohne Pronomen wenn es sich vermeiden lässt,OTHER,OTHER,0
Dummes Geschwätz von Kern. Er ist für Lösungen. Bin |LBR| ich auch. Unfähige Nulltipper davonjagen. Die Wahlen kommen.,OFFENSE,ABUSE,1
"@USER Ich grüße Dich von Herzen, mein Freund und noch alles, alles Gute für dieses Jahr",OTHER,OTHER,0
@USER @USER Die Khasarischen Rathen werden wahrscheinlich aus ihren Löchern getrieben,OFFENSE,ABUSE,1
Linke Mullen sind einfach der größte Schmutz,OFFENSE,ABUSE,1
"Kirchhoff, ist Ihnen entgangen, dass 98 % der Migranten aus |LBR| Marokko nicht als Flüchtlinge anerkannt werden? Lassen Sie |LBR| Ihre blöden Ideen.",OFFENSE,INSULT,1
"""Wenn das deutsche Volk nicht bereit ist, sich für seine Selbsterhaltung einzusetzen, gut: Dann soll es verschwinden!"" |LBR| Damals wie heute, weise Worte!",OFFENSE,ABUSE,1
@USER Na sicher kann er das.,OTHER,OTHER,0
"@USER Sooo schlimm ist das auch wieder nicht :-)! Aber schön, dass Sie sich politisch engagieren! Grüße an die Jusos!",OTHER,OTHER,0
Und N24 geht mir auch aufs Arschloch heute morgen // Über Trump--er klage das Medien unehrlich sind!!?!?soll er mal nachkommen !!!!,OFFENSE,INSULT,1
@USER @USER Bin auch geblockt von dem,OTHER,OTHER,0
@USER Und dann ein Schaden Von 750.000€ Muss man nicht verstehen!,OTHER,OTHER,0
"@USER @USER @USER Überall unterwerfen wir uns den Islamisten ,müssen wir uns integrieren oder Die Islamisten. Ein Moslem kriegt ein Sonderstatus , ich fasse es nicht !",OFFENSE,ABUSE,1
@USER Manchmal fasse ich nichts mehr!,OTHER,OTHER,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sie forscht seit 30 Jahren,OTHER,OTHER,0
"Leere Mägen, nichts zu beißen, schlechte Zähne, nichts zu scheißen, |LBR| aber Raketen. Eh ich´s vergess, der Druck wird erhöht. Aha.",OTHER,OTHER,0
"@USER ""Revolutionäre Deutsche Parteiprogramme"" (d. SPD seit Eisenach 7.-9.8.1869) wurden bis 1989 im Bez. Neubrandenburg gelehrt",OTHER,OTHER,0
der Bund Alt-Katholischer Frauen (baf) kommt auf die altkatholisch|e Synode - aksynode16,OTHER,OTHER,0
@USER @USER Schaukel als Kind zu nah an der Wand gestanden???,OFFENSE,INSULT,1
"@USER Schreibt besser mal über die Asylanten Verbrechen ,dass wird bei euch totgeschwiegen!",OFFENSE,ABUSE,1
"@USER Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den Asylanten wie Puderzucker in den Hintern blasen.",OFFENSE,ABUSE,1
"@USER @USER Uns ist nicht klar, wieso immer wieder Leute so einen Stuss kommentieren, ohne sich vorher wenigstens ein klein wenig zu informieren. Wie soll denn der ""Profit für PA"" aussehen? Wir sind spendenfinanziert. Und wie Sie beim Familiennachzug auf 1 Mio. kommen, ist auch schleierhaft.",OTHER,OTHER,0
@USER @USER Genau so ist das- der Algorithmus der deutschen Medien ist so durchsichtig wie verkommen heuchlerisch. Presserat Rundfunkrat,OFFENSE,ABUSE,1
Retweeten ist offiziell erwünscht! =,OTHER,OTHER,0
Jeder der den Koran verbrennt absoluter Ehrenmann,OFFENSE,ABUSE,1
@USER @USER Ich wette es gibt trotzdem noch Deutsche die das glauben!,OTHER,OTHER,0
"@USER Kandidieren sie doch für den Bundestag, werden gewählt und bringen ein solches Gesetz ein..",OTHER,OTHER,0
"@USER Hey, du hast Stil. Tolles neues Foto übrigens",OTHER,OTHER,0
@USER Es gibt Eid. Ein Soldat der dagegen verstößt Kommt vor Gericht. Ein Politiker nicht.,OTHER,OTHER,0
Wehrmachts Soldaten und die der Waffen SS haben meinen höchsten Respekt so wie jeder andere Soldat der für sein Land gekämpft hat,OFFENSE,ABUSE,1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ja, in D - versuch mal im achso Judenfreundlichen Land D eine hebräische Zeitung zu bekommen, oder vernünftiges Material zum Erlernen der hebräischen Sprache - Fehlanzeige - doppelbödige Moral. Mittlerweile werden wieder jüdische Läden angegriffen - Politik ist stumm -",OTHER,OTHER,0
"Unter @USER kann historischen Persönlichkeiten, die über die Geschichte Israels twittern, folgen. Absolute Empfehlung!",OTHER,OTHER,0
"@USER @USER Und wenn schon, weiß doch jeder halbwegs schlaue was gemeint ist ! Gammatikfehlersuche ist eigentlich ein "" linkes"" Ding!",OTHER,OTHER,0
@USER Braucht dieses Pack jetzt noch jemanden zum Arsch abputzen?,OFFENSE,ABUSE,1
"@USER 2-Klassen-""Justiz"" ... oder einfach ""Bewährungsstrafe Asylbewerber"" googlen",OFFENSE,ABUSE,1
"@USER @USER @USER Aber den Bericht sehe ich dort nicht. Er hieß: Ein Warlord als Türsteher zur Hölle. Wenn ihr den zufällig findet, bitte an uns.",OTHER,OTHER,0
"@USER Mit ""Żubrówka"" bin ich vergriesgnaddelt, habe mir das Gras aus Ostpolen mitgebracht, gepflanzt. Wächst super",OTHER,OTHER,0
Warum hat die Evolution eigentlich Nationalstaaten hervorgebracht? |LBR| Zum Nutzen der Bewohner |LBR| Warum Globalisierung? |LBR| Zum Nutzen der Geldeliten,OTHER,OTHER,0
@USER Kleine Korrektur: Vanja hätte sich ohne Eintrag registrieren lassen können. Wollte es aber nicht.,OTHER,OTHER,0
"@USER @USER Es geht hier um die rassistischen Äußerungen von AfD Politikern. Jede Diskussion landet am Ende bei Muslimen und dem Islam. Dies zeigt uns, dass keine Debatte gewollt ist. whataboutism ist das intellektuell armselige Verhalten der AfD. Wir trauen Ihnen mehr zu. Gute Nacht!",OFFENSE,INSULT,1
"NEEE,NEE,NE, ich schäme mich für EUROPA und insbesondere für die DEUTSCHEN MSM wegen der LÜGEN um das russische Manöver!!",OTHER,OTHER,0
"Die syrischen Hartz 4 Empfänger müssen kontrolliert werden, ob sie schwarz arbeiten. |LBR| Wie viele davon sind Analphabeten? Sie müssen zurück.",OFFENSE,ABUSE,1
@USER @USER In den USA wären diese Verbrecher schon längst im Knast! Unter der Führung Merkel gibt es Bonuszahlungen! AUCH FÜR MERKEL!!!,OFFENSE,INSULT,1
Yay Wir freuen uns über 1 neue WG-Vermittlung in Nürnberg &amp; 2 in Barcelona |LBR| NeueVermittlung |LBR| RefugeesWelcome FlüchtlingeWillkommen,OTHER,OTHER,0
"Wie sagte es d. CDU heute in d. Tagesschau,Schulz sei ein ""Sozialpopulist"" Diese Schwachköpfe sollten sich m. d. Definition beschäftigen",OFFENSE,INSULT,1
"@USER @USER Was hat diese saublöde Frage mit meiner ""Fußballerfrage"" zu tun? 80% der Fußballvereine, bestehen nur aus Legionäre! Das ist trauriger Fakt!",OFFENSE,ABUSE,1
@USER @USER Von Gauland wurde verlangt das er sich wegen ˋentsorgen‘ entschuldigen sollte... |LBR| Würde das von der Kröte auch verlangt..?,OFFENSE,INSULT,1
"@USER Anne will kitzelt nicht, sondern nervt mit ihrem Dazwischenreden. Und |LBR| sie soll die Hand nicht vor den Mund halten, wenn sie spricht.",OTHER,OTHER,0
"@USER Alles zu maskulinistisch!! Die Kinder brauchen mehr Genderwahn. Der Fladen muss also eine VaginaMütze und ein BallettTutu tragen. Über der Burka, selbstverständlich.",OFFENSE,ABUSE,1
Die Österreicher haben die Brandschatzungen und Überfälle der Muslime nicht |LBR| vergessen und sie damals davongejagt. Das gilt heute noch.,OFFENSE,ABUSE,1
"@USER @USER Die frage ist doch, weshalb sollen wir Flüchtlinge, die dieses Land absehbar wieder verlassen müssen, für sehr viel Geld Integrieren. Die zusammen Führung macht deshalb auch keinen Sinn, da ich umso mehr Abschieben muss. Von den immensen Kosten mal ganz abgesehen.",OTHER,OTHER,0
"@USER @USER Wo ist eigentlich der jüdische Zentralrat, habe seit Monaten nichts mehr von ihm gehört.Wenn ein Deutscher die Juden kritisiert, dann herrscht im Zentralrat Ausnahmezustand!Bei Moslems ducken sie sich feige ab.",OFFENSE,ABUSE,1
"@USER Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylanten,die haben freie Fahrt!",OFFENSE,ABUSE,1
@USER Was für ein Affentanz,OTHER,OTHER,0
"@USER Ein krimineller, perverser Dummkopf, der bald endlich schlechte deutsche Geschichte ist!",OFFENSE,INSULT,1
@USER @USER @USER Ich bin mir sicher das Sie zu Zeiten des 2ten Weltkrieges nicht mehr als ein Feuchter Traum im Sack ihres Vaters waren. Wir haben keine Kollektiv Schuld der Krieg ist lange vorbei. Wenn Sie sich Schuldig fühlen wollen ist das ihre Privat Sache.,OFFENSE,INSULT,1
@USER @USER @USER 2. dass sich von israelischer Seite Status Quo am Tempelberg ändert stand nie zu Debatte sondern basiert lediglich auf Lügen und Hetze,OTHER,OTHER,0
"@USER Wenn man sieht wie die mit ihren Rädern in die Schule fahren ,dann hätt ich sie auch in die Schule gefahren.Aber dass ist die Schuld der Eltern ,sie im Straßenverkehr zu schulen ,nicht immer alles den Schulen überlassen.",OTHER,OTHER,0
"Zur Erinnerung: 462 Neonazis sind trotz Verurteilung auf freiem Fuß,einige von ihnen untergetaucht.Auseinandersetzung NSU brachte ans Licht",OTHER,OTHER,0
"Unser Ziel in den anstehenden Sondierungsgesprächen muss sein, die Maximalabdeckung des Bürgerlichen in den Themen zu erreichen.",OTHER,OTHER,0
"@USER @USER @USER @USER @USER Das Problem mit nahezu 100% der Organisationen wie diese ist, sie reden nur und haben keine probate Lösung für die Situation",OTHER,OTHER,0
"Harpyie Murksel drückt ""Verbundenheit"" für Manchester aus &gt; Wie falsch muss man eigentlich sein, wenn man d. Terror Tür u. Tor öffnete",OFFENSE,INSULT,1
@USER Die Rede ist von 80 handverlesenen und nach Qualifikation ausgesuchten..? |LBR| Das macht Sinn...!,OTHER,OTHER,0
@USER @USER @USER Selbst eine angemeldete Demo muss genehmigt werden.,OTHER,OTHER,0
"@USER Von der Seite habe ich es noch gar nicht gesehen. Wie gesagt, wenn alle Stricke reißen, kaufe ich mir Kopftuch, klebe Damenbarthaare an, und melde mich beim Lageso. Dann muss ich gar nix mehr sauber machen",OFFENSE,ABUSE,1
"Merkel wird sich weitere Jahre IHR persönliches ""(Un)Recht! basteln, welches sie außerhalb von Kontrolle u. Strafverfolgung stellen wird",OTHER,OTHER,0
"Dieser Rot Grün versiffte Zick hetzt in d ARD gegen all die DE, die durch diesen Lug, Trug u Manipulation Journalismus nicht verblödet sind",OFFENSE,ABUSE,1
@USER Bin 1947 geboren und habe mit diesem ganzen Scheiß nichts am Hut! Basta!,OFFENSE,PROFANITY,1
Frohes neues Jahr euch allen!,OTHER,OTHER,0
@USER @USER Genau deswegen blieben die Moslems doch weg!! Merkel und ihre Vasallen nehmen noch nicht mal die Moslems mehr erst! Erdogan doch auch nicht,OFFENSE,INSULT,1
@USER Ach Gott gibt es auch noch Gerechtigkeit? In diesem Lande fast unvorstellbar!,OTHER,OTHER,0
"Angst zu erzeugen und die wahren Ursachen ANDERSDENKENDEN anzulasten, das bringt Wählerstimmen. 2017 hoffentlich eine Rechnung ohne Wirt!",OTHER,OTHER,0
Frau Merkel hätte mich jederzeit anrufen können. Meine Nummer hat sie. Stattdessen hat sie die MFK ohne Gegenargument blockiert. tvduell,OTHER,OTHER,0
Diese Maischberger hat sich aufgeführt als wären wir noch in Zeiten der Inquisition u Bundeskanzler Kurz der Beschuldigte jetzt |LBR| AFD wählen,OTHER,OTHER,0
@USER Was hat eine Hautfarbe mit Hetze zu tun? Hautfarbe ist keine Rasse das solltet sogar ihr Schreiber wissen. Der IQ bei Focus Schreiber ist wohl deutlich niedriger. 95% der Europäer sind nunmal Weiß. Das werdet ihr auch nicht ändern. Was ihr hier verbreitet ist Hetze,OFFENSE,INSULT,1
"@USER @USER @USER Richtig, wie in MV: ""Idylle mit Glyphosat und Gülle."" Nichts haben sie bewegt, außer den großen Mund",OTHER,OTHER,0
"Das Wahlsystem in diesem Schland dient nur einem Zweck, den Bürger zu verarschen, ihn glauben lassen er hätte ""Einfluss"" auf Entscheidungen",OTHER,OTHER,0
Neues Treffen: Papst Franziskus wird Angela Merkel am Samstag 17. Juni empfangen,OTHER,OTHER,0
"@USER Nazi?...wär i nur wenn der Meister da a Fremder ist.. |LBR| Weißt du, es ist keine Kunst sich selbst abzuschotten, den Schlamassel anderen überlassen und sich dann auch noch als Held feiern lassen von jemandem dessen Dreck man beseitigt.",OTHER,OTHER,0
@USER Weder Mitgefühl noch richtig sehen: das sind leere Kinderaugen vom Krieg gezeichnet - machen sie aus ihrem Herz keine Mördergrube- is besser,OTHER,OTHER,0
"Warum haben Sie AfD gewählt, fragte ZEIT ""...Zudem las ich H. Abdel-Samad, A.H. Ourghi, B. Tibi, A. Hirsi Ali, S. Ates, A.Mansour..."" achso",OTHER,OTHER,0
"Ihr Demonstranten, warum zerstört Ihr Hamburger Bürger-Eigentum? Bei solchen |LBR| Verfehlungen bin ich für den Einsatz von Gummigeschossen.",OTHER,OTHER,0
Grüne onanieren jetzt täglich erst konnten sie ihre neue Macht kaum fassen u. jetzt nicht mehr erwarten das Schland völlig zu ruinieren,OFFENSE,ABUSE,1
"@USER @USER Hey Leute, wir haben so lange die Warzentusse ertragen...das mit dem Kleinwüchsigem kriegen wir auch hin...",OFFENSE,INSULT,1
"@USER @USER Macht's das besser, kleiner Kreuzritter?",OTHER,OTHER,0
@USER @USER Wer andern eine Grube gräbt ..........!,OTHER,OTHER,0
"@USER @USER Was für Schlawacken hat unsere Regierung aufgenommen,aus Höhlen importiert und jetzt Sterneküche verpflegt genießen wollen!",OFFENSE,ABUSE,1
"@USER Es ist an der Zeit, das wir diesen Juden Hassern zeigen, wo der Ausgang von Deutschland ist.",OTHER,OTHER,0
@USER @USER Dann kauf dir eins ...,OTHER,OTHER,0
"Verdammt nochmal, Ihr Italiener. Schließt endlich Eure Häfen für |LBR| ShuttleschiffeWir brauchen keine illegalen Einwanderer.",OFFENSE,PROFANITY,1
@USER Unsere Politiker sind zu blöd einen Terroristen auszuweisen weil er keinen Pass hat!!!,OFFENSE,INSULT,1
Die Zins-Schergen der EU rauben den Sparern Milliarden. |LBR| Und Schäuble freut sich mit diesen Verbrechern.,OFFENSE,INSULT,1
"@USER Enttäuschend sind allenfalls die Lügen beider Systeme, jedoch erwartete ich aufgrund guter Allgemeinbildung nichts anderes",OTHER,OTHER,0
@USER Naja vllt bei den alteingesessenen linken aber die neuen zu 95% Antideutsche leleks,OFFENSE,ABUSE,1
@USER Die Gewinnerin wählt aus - manchmal nur die Größe - manchmal generell aus dem gesamten Shop. Freie Auswahl und so... ;-),OTHER,OTHER,0
@USER Israelisch-Jüdische Professoren zu boykottieren entspricht nicht unserem Verständnis von Wissenschaftsfreiheit,OTHER,OTHER,0
"@USER @USER @USER ""Alles klar"" ist nicht mehr pc, im Ernst?",OTHER,OTHER,0
"@USER @USER @USER @USER In ihrem Land war dass so nicht möglich ,aber bei uns kann man dass ausleben ,dank freier Meinungsäußerung.Wir Deutsche sind die gelackmeierten !",OFFENSE,ABUSE,1
"@USER @USER @USER @USER Da die BRD lediglich Bewohner hat ist es sowieso egal, aber selbst wenn, sagen Sie nicht welches Volk, fieser Juristischer Trick",OTHER,OTHER,0
"@USER @USER Ist doch alles Fäkal-egal, Hauptsache die Ungelernten wie C.R. oder K.G.E. oder der Migrationspatriot C.Özdedingens ziehen eine lange Fresse. Das die Ö.R.Medien plus die Lügenpresse so berichten wie sie es tun, war doch absehbar! Das schon seit Jahren !",OFFENSE,ABUSE,1
"@USER @USER @USER Mit dem was du frisst, könnte man Afrika ein Jahr lang ernähren.",OTHER,OTHER,0
"@USER @USER Ja sie belohnen sich gegenseitig für Ihre Vasallentreue.....demnächst kriegt die Merkel einen Preis zurück...bald, es muss nur noch einer erfunden werden...!",OTHER,OTHER,0
Ich hoffe die AFD bekommt bei Neuwahlen 20%,OTHER,OTHER,0
@USER Barett Kaliber 50 Scharfschuetzen Gewehr gerade gepostet. Das Ding macht alles platt. Selbst probiert,OTHER,OTHER,0
@USER Kirche und Staat hat seine Anhänger schon immer verraten und missbraucht. Wir kennen das und haben gelernt. Religion ist privat Sache.,OFFENSE,ABUSE,1
".@USER mit 81,9 % wiedergewählt, ein Minus von 18,1 Punkten. Entspricht in etwa dem Rückgang der @USER bei BW2017. Ist nach Schulz' eigenem Maßstab kein ""Regierungsauftrag"". Oder?",OTHER,OTHER,0
"Thema Krim: Offensichtl. werden dumm geborene,die nichts dazulernten u. davon noch d. Hälfte vergaßen POLITIKER Schwarzmeerflotte bleibt RU",OTHER,OTHER,0
"@USER ÄÄääHhhhh, WIR SCHAFFEN DAS ??????!!!?!!",OTHER,OTHER,0
"Walter Kohl erhebt in einem Interview im ""Zeit""-Magazin schwere Vorwürfe gg. Merkel. ""Anteil am Tod meiner Mutter"" durch VERRAT (passt )",OTHER,OTHER,0
"Einem Kind Geräusche zu verbieten sei etwa so unmöglich, wie einem Afrikaner seine Hautfarbe zu verbieten. |LBR| Harald Martenstein",OTHER,OTHER,0
"UNESCO anti-israelische Positionen vorwerfen,aber es im eigenen Land nicht mal schaffen,sich klar von Antisemiten zu distanzieren: unfassbar",OTHER,OTHER,0
"Alle Götter sterben, wenn sie den Menschen langweilig werden! Stell dir vor es gäbe Facebook und keiner geht hin!",OTHER,OTHER,0
@USER Kopftuch =zur schau Stellung einer Religiösen Einstellung. Religion ist jedoch privat Sache. Und hat an Schulen nichts zu suchen.,OTHER,OTHER,0
"Sachtma, soll ich zum Türken oder zum Chinesen ins Dorf runter fahren? |LBR| keinbockzumkochen",OTHER,OTHER,0
@USER Schadenfreude ist die schönste Freude!,OTHER,OTHER,0
"Illners Runde hat das Niveau, wie eine Werbung für vegetarische ""Wurst"" &gt; Mogelpackung und sehr fad, völlig geschmacklos",OTHER,OTHER,0
NTV Bilder von Trump u Obama Vereidigung komplett Manipuliert Bilder von Trump zeigen Stunden vor der Vereidigung wo Menschen erst kamen |LBR| AFD,OTHER,OTHER,0
"Die Deutschen müssen sich endlich von der Vorstellung verabschieden das die BRD Regierung für das deutsche Volk arbeitet oder Interesse an ihm hat. Um ihre Agenda durchzusetzen, benutzen sie die durch Geheimdienste durchsetzen BRD Medien.",OTHER,OTHER,0
@USER @USER Widerliche Fratzen...sie machen unsere Welt nur schlechter...!!,OFFENSE,INSULT,1
